datetime_utc,ground_station,range
2020-01-01 12:01:30,Antarctica,2189920.40213753
2020-01-01 12:02:00,Antarctica,2114002.634095298
2020-01-01 12:02:30,Antarctica,2057009.8683274076
2020-01-01 12:03:00,Antarctica,2020615.0466966794
2020-01-01 12:03:30,Antarctica,2005987.4961806103
2020-01-01 12:04:00,Antarctica,2013625.87134267
2020-01-01 12:04:30,Antarctica,2043281.2593457599
2020-01-01 12:05:00,Antarctica,2093996.7203801088
2020-01-01 12:05:30,Antarctica,2164249.4030572693
2020-01-01 12:06:00,Antarctica,2252149.0769174956
2020-01-01 12:06:30,Antarctica,2355641.3600197677
2020-01-01 12:07:00,Antarctica,2472674.1751964698
2020-01-01 12:07:30,Antarctica,2601312.243282908
2020-01-01 12:13:00,Argentina,2649287.174640873
2020-01-01 12:13:30,Argentina,2604256.971421553
2020-01-01 12:14:00,Argentina,2575470.357010043
2020-01-01 12:14:30,Argentina,2563534.22474158
2020-01-01 12:15:00,Argentina,2568724.5239629904
2020-01-01 12:15:30,Argentina,2590960.554524773
2020-01-01 12:16:00,Argentina,2629813.0312233
2020-01-01 12:42:30,Svalbard,2637415.318146426
2020-01-01 12:43:00,Svalbard,2529347.781401557
2020-01-01 12:43:30,Svalbard,2434235.212546666
2020-01-01 12:44:00,Svalbard,2353750.9058151017
2020-01-01 12:44:30,Svalbard,2289523.6600440806
2020-01-01 12:45:00,Svalbard,2243017.7354420763
2020-01-01 12:45:30,Svalbard,2215396.2711544083
2020-01-01 12:46:00,Svalbard,2207394.7088480317
2020-01-01 12:46:30,Svalbard,2219231.115060546
2020-01-01 12:47:00,Svalbard,2250577.9283143296
2020-01-01 12:47:30,Svalbard,2300603.6767050833
2020-01-01 12:48:00,Svalbard,2368072.558780465
2020-01-01 12:48:30,Svalbard,2451475.797159839
2020-01-01 12:49:00,Svalbard,2549165.8012899044
2020-01-01 12:49:30,Svalbard,2659471.1859475425
2020-01-01 13:14:00,Australia,2512518.2249591327
2020-01-01 13:14:30,Australia,2300621.469616151
2020-01-01 13:15:00,Australia,2089351.8189784877
2020-01-01 13:15:30,Australia,1879192.530613094
2020-01-01 13:16:00,Australia,1670836.2759433908
2020-01-01 13:16:30,Australia,1465328.1934809657
2020-01-01 13:17:00,Australia,1264334.7961180483
2020-01-01 13:17:30,Australia,1070677.9950652232
2020-01-01 13:18:00,Australia,889434.6209458703
2020-01-01 13:18:30,Australia,730164.7838256308
2020-01-01 13:19:00,Australia,610533.4761134906
2020-01-01 13:19:30,Australia,556842.8397266244
2020-01-01 13:20:00,Australia,587491.1421187503
2020-01-01 13:20:30,Australia,691297.89775998
2020-01-01 13:21:00,Australia,841505.3941265679
2020-01-01 13:21:30,Australia,1017629.055840949
2020-01-01 13:22:00,Australia,1208223.406702874
2020-01-01 13:22:30,Australia,1407240.4520786218
2020-01-01 13:23:00,Australia,1611370.9343163169
2020-01-01 13:23:30,Australia,1818694.675673102
2020-01-01 13:24:00,Australia,2028027.7449904047
2020-01-01 13:24:30,Australia,2238597.47513567
2020-01-01 13:25:00,Australia,2449872.6361709414
2020-01-01 13:25:30,Australia,2661470.4047005125
2020-01-01 13:34:00,Antarctica,2700686.8507710085
2020-01-01 13:34:30,Antarctica,2515737.919494806
2020-01-01 13:35:00,Antarctica,2335054.551040004
2020-01-01 13:35:30,Antarctica,2159931.84490758
2020-01-01 13:36:00,Antarctica,1992056.6015864878
2020-01-01 13:36:30,Antarctica,1833632.8029316817
2020-01-01 13:37:00,Antarctica,1687526.2368889782
2020-01-01 13:37:30,Antarctica,1557394.529452466
2020-01-01 13:38:00,Antarctica,1447719.098459593
2020-01-01 13:38:30,Antarctica,1363585.8438597948
2020-01-01 13:39:00,Antarctica,1310033.5057427166
2020-01-01 13:39:30,Antarctica,1290944.2358713376
2020-01-01 13:40:00,Antarctica,1307859.0399726576
2020-01-01 13:40:30,Antarctica,1359427.352274971
2020-01-01 13:41:00,Antarctica,1441894.1120999667
2020-01-01 13:41:30,Antarctica,1550264.9557711887
2020-01-01 13:42:00,Antarctica,1679437.1289962763
2020-01-01 13:42:30,Antarctica,1824883.3774060481
2020-01-01 13:43:00,Antarctica,1982894.4447728074
2020-01-01 13:43:30,Antarctica,2150558.3364283834
2020-01-01 13:44:00,Argentina,2514081.97961317
2020-01-01 13:44:30,Antarctica,2506404.6817090134
2020-01-01 13:45:00,Antarctica,2691553.7390626897
2020-01-01 13:45:30,Argentina,1887622.0529762502
2020-01-01 13:46:00,Argentina,1682068.295790501
2020-01-01 13:46:30,Argentina,1479793.8504443348
2020-01-01 13:47:00,Argentina,1282641.3522355736
2020-01-01 13:47:30,Argentina,1093676.7138855816
2020-01-01 13:48:00,Argentina,918259.8944521437
2020-01-01 13:48:30,Argentina,766035.7768809007
2020-01-01 13:49:00,Argentina,653662.0891978306
2020-01-01 13:49:30,Argentina,603985.9556952995
2020-01-01 13:50:00,Argentina,632047.4512568646
2020-01-01 13:50:30,Argentina,728915.9325402739
2020-01-01 13:51:00,Argentina,871885.142185858
2020-01-01 13:51:30,Argentina,1042042.6488817602
2020-01-01 13:52:00,Argentina,1228002.705300352
2020-01-01 13:52:30,Argentina,1423430.1189195057
2020-01-01 13:53:00,Argentina,1624742.8333502247
2020-01-01 13:53:30,Argentina,1829819.6040207874
2020-01-01 13:54:00,Argentina,2037336.4425077592
2020-01-01 13:54:30,Argentina,2246423.600991539
2020-01-01 13:55:00,Argentina,2456481.6438911166
2020-01-01 13:55:30,Argentina,2667078.39136958
2020-01-01 14:19:30,Svalbard,2676462.609933236
2020-01-01 14:20:00,Svalbard,2579501.1920432397
2020-01-01 14:20:30,Svalbard,2495967.166922086
2020-01-01 14:21:00,Svalbard,2427339.1857767063
2020-01-01 14:21:30,Svalbard,2374984.9344331874
2020-01-01 14:22:00,Svalbard,2340054.010694598
2020-01-01 14:22:30,Svalbard,2323370.506083709
2020-01-01 14:23:00,Svalbard,2325345.9420598852
2020-01-01 14:23:30,Svalbard,2345932.636059343
2020-01-01 14:24:00,Svalbard,2384629.3471691106
2020-01-01 14:24:30,Svalbard,2440537.482701088
2020-01-01 14:25:00,Svalbard,2512453.6990199084
2020-01-01 14:25:30,Svalbard,2598979.7006260063
2020-01-01 14:26:00,Svalbard,2698626.757513175
2020-01-01 14:53:00,Australia,2602576.2267757785
2020-01-01 14:53:30,Australia,2561922.0560673038
2020-01-01 14:54:00,Australia,2538189.997935092
2020-01-01 14:54:30,Australia,2531852.293027886
2020-01-01 14:55:00,Australia,2543015.701467741
2020-01-01 14:55:30,Australia,2571410.4791386384
