datetime_utc,x,y,z,vx,vy,vz
2020-01-01 01:00:00,-2577888.8229479985,2316334.599933846,-5973355.563962806,-3232.1456671135807,5897.9993769323655,3671.837305587244
2020-01-01 01:01:00,-2765161.8537714207,2665974.2322589396,-5743391.250229367,-2988.0910802985736,5746.824332421461,4096.224170878475
2020-01-01 01:02:00,-2934920.333717007,3006086.118713586,-5483180.480009799,-2735.457818520484,5565.081464228317,4502.322156081864
2020-01-01 01:03:00,-3094480.3570465986,3334803.1742041525,-5200735.757706896,-2469.815333837323,5358.6955849683845,4891.330862940525
2020-01-01 01:04:00,-3232559.1503733955,3650223.81926243,-4897211.6428289795,-2197.4260717926927,5128.223386023371,5257.222451421997
2020-01-01 01:05:00,-3357719.86801506,3948398.6546325684,-4572378.089833115,-1916.1860918877605,4874.862808098492,5600.569313669122
2020-01-01 01:06:00,-3462059.3087127497,4232451.521044978,-4226346.852852979,-1628.328933107166,4593.862568885913,5918.028055272933
2020-01-01 01:07:00,-3553820.56838668,4502726.16176743,-3861389.861845874,-1336.6532014892978,4291.735609518388,6212.525867074745
2020-01-01 01:08:00,-3623602.7725545224,4746692.465278113,-3481702.2862761896,-1040.1582267467732,3970.076836695943,6477.937807096595
2020-01-01 01:09:00,-3675174.5576294814,4975874.139230154,-3082701.0186974406,-746.4728076171518,3627.424688052478,6716.583621145557
2020-01-01 01:10:00,-3713618.852361934,5182604.269035531,-2676221.5338742686,-447.6845852833132,3266.8950031154477,6926.55912353208
2020-01-01 01:11:00,-3730121.3954429007,5368135.8691837005,-2255846.3209280972,-153.68156567318186,2890.280341172419,7106.336585898222
2020-01-01 01:12:00,-3730910.237047635,5529420.95143563,-1823816.6117536633,140.23481368078552,2498.1267048224645,7253.579204575238
2020-01-01 01:13:00,-3715490.5348165147,5667912.170610429,-1385178.5317084023,426.77824427786004,2089.432672212631,7369.192357636522
2020-01-01 01:14:00,-3682303.2201659903,5782358.86344032,-941962.0955191448,711.2746876986039,1671.0698978499872,7454.29902605272
2020-01-01 01:15:00,-3629686.9455679604,5868277.468662613,-490805.6372257823,985.2725955672317,1246.2263165017935,7504.6189716042445
2020-01-01 01:16:00,-3562689.0786350914,5928992.972787907,-38755.08213970772,1256.006215135468,811.8262125701331,7524.55491269099
2020-01-01 01:17:00,-3479578.8650476085,5965872.418941369,410833.4614631485,1512.2794957060992,370.63117864098933,7514.192367165375
2020-01-01 01:18:00,-3381086.104098635,5974143.279056294,860558.1617226909,1761.2564544087807,-72.89136319491422,7465.325073120505
2020-01-01 01:19:00,-3266420.070529762,5956504.578204988,1308630.4187308562,1998.5822037148891,-520.8657163301906,7387.213694417447
2020-01-01 01:20:00,-3140986.798186341,5911928.110184607,1748671.5660380227,2222.6110408592126,-966.4334343963228,7276.595353403229
2020-01-01 01:21:00,-3001788.6141447984,5839763.087449607,2179549.1630312013,2434.7841320194902,-1409.5703529321984,7133.205098952285
2020-01-01 01:22:00,-2849911.7141695297,5744143.949824637,2602351.369081178,2629.2958455289518,-1848.9181325329755,6960.328803903495
2020-01-01 01:23:00,-2686985.6963577233,5619390.778766889,3013789.207719659,2811.0700687082153,-2282.2608327522107,6757.30024649371
2020-01-01 01:24:00,-2511527.982263152,5470046.52084721,3412375.4449852565,2974.8370169757072,-2705.29806801874,6523.578300487989
2020-01-01 01:25:00,-2328765.6575561156,5295594.028062727,3795917.397089427,3122.6992511276803,-3120.5350791130527,6262.62656923097
2020-01-01 01:26:00,-2138538.7511653863,5094039.376561622,4165918.9636956146,3254.529045952914,-3517.8819276355653,5978.369473124954
2020-01-01 01:27:00,-1940031.318855747,4871020.8872111505,4513043.603104667,3369.85434800117,-3907.4536684559225,5662.419996043346
2020-01-01 01:28:00,-1733638.7212237143,4626227.611699209,4842216.102517071,3465.4232800462155,-4276.932650150791,5322.1136858359305
2020-01-01 01:29:00,-1523760.4351053475,4359056.781928158,5150052.054258028,3543.0715377249808,-4632.0291909044845,4961.923076230772
2020-01-01 01:30:00,-1310014.4232372916,4071987.2206470054,5437170.336383244,3601.8592710293615,-4963.619088854785,4578.360875545354
2020-01-01 01:31:00,-1092207.2104235804,3765158.0855684807,5702690.297571816,3643.5527419248765,-5275.8961062403905,4177.797393636823
2020-01-01 01:32:00,-873290.5914908405,3438953.447437454,5939811.419030947,3666.558424805105,-5564.993907314953,3758.1417137529315
2020-01-01 01:33:00,-652483.3734764932,3096565.5937310793,6150667.856219071,3672.597441548789,-5832.425520610026,3322.7549860048994
2020-01-01 01:34:00,-431650.37719915225,2739313.177343508,6337471.783938639,3658.042884011077,-6073.552205805969,2872.5855260770345
2020-01-01 01:35:00,-214717.95812081802,2368588.154382252,6495705.861056739,3626.344459265172,-6287.474860427295,2407.798551141271
2020-01-01 01:36:00,3332.887957109837,1985298.8733766815,6625113.8563804105,3580.5410176171245,-6475.87984747109,1933.5779527971745
2020-01-01 01:37:00,215940.22724083834,1592977.8878987322,6725051.142025053,3514.9605228098653,-6636.451073427883,1452.5704908722812
2020-01-01 01:38:00,424226.8110877342,1189460.5146013987,6801388.999905151,3432.976553990691,-6766.0318913232795,966.8727729453245
2020-01-01 01:39:00,627020.9189613418,780595.1492007842,6843263.963061168,3334.9801934543534,-6865.695718567462,473.39805717283525
2020-01-01 01:40:00,825343.2539897086,365623.23337575776,6857608.778998551,3223.0231501868466,-6936.343243242322,-22.294192231289866
2020-01-01 01:41:00,1014132.929826537,-52542.52379603032,6840970.573972626,3095.766723015703,-6975.092853485525,-514.7073677291634
