datetime_utc,ground_station,range
2020-01-01 02:45:00,Australia,1849946.4534346706
2020-01-01 02:45:30,Australia,2005883.046797101
2020-01-01 02:46:00,Australia,2172255.362069672
2020-01-01 02:46:30,Australia,2346858.0413528024
2020-01-01 02:47:00,Australia,2527730.498659061
2020-01-01 03:09:00,Svalbard,2548312.141822426
2020-01-01 03:09:30,Svalbard,2341354.5157347466
2020-01-01 03:10:00,Svalbard,2135908.1457317015
2020-01-01 03:10:30,Svalbard,1932468.7744448285
2020-01-01 03:11:00,Svalbard,1732687.762103277
2020-01-01 03:11:30,Svalbard,1537541.850706364
2020-01-01 03:12:00,Svalbard,1349188.7419373647
2020-01-01 03:12:30,Svalbard,1171602.5466506395
2020-01-01 03:13:00,Svalbard,1011153.190039875
2020-01-01 03:13:30,Svalbard,876837.3837006046
2020-01-01 03:14:00,Svalbard,782636.8012504193
2020-01-01 03:14:30,Svalbard,743742.4497211793
2020-01-01 03:15:00,Svalbard,769305.7430528656
2020-01-01 03:15:30,Svalbard,853092.6157155775
2020-01-01 03:16:00,Svalbard,980239.609852051
2020-01-01 03:16:30,Svalbard,1136205.740465733
2020-01-01 03:17:00,Svalbard,1310528.8643275634
2020-01-01 03:17:30,Svalbard,1496852.261791911
2020-01-01 03:18:00,Svalbard,1690760.6142998738
2020-01-01 03:18:30,Svalbard,1889946.416550697
2020-01-01 03:19:00,Svalbard,2092835.0824928468
2020-01-01 03:19:30,Svalbard,2297904.6514830613
2020-01-01 03:20:00,Svalbard,2504758.0966188763
2020-01-01 03:20:30,Svalbard,2712687.1961205928
2020-01-01 03:54:00,Antarctica,2626316.1019808473
2020-01-01 03:54:30,Antarctica,2471214.274210654
2020-01-01 03:55:00,Antarctica,2324473.8330758642
2020-01-01 03:55:30,Antarctica,2188771.6132393056
2020-01-01 03:56:00,Antarctica,2065743.7684542171
2020-01-01 03:56:30,Antarctica,1958132.717204599
2020-01-01 03:57:00,Antarctica,1868547.9732481304
2020-01-01 03:57:30,Antarctica,1800187.3862956841
2020-01-01 03:58:00,Antarctica,1754884.878267135
2020-01-01 03:58:30,Antarctica,1735280.8572880928
2020-01-01 03:59:00,Antarctica,1741617.7478202935
2020-01-01 03:59:30,Antarctica,1774020.5660422312
2020-01-01 04:00:00,Antarctica,1830589.4498430628
2020-01-01 04:00:30,Antarctica,1909815.28284985
2020-01-01 04:01:00,Antarctica,2008466.386330929
2020-01-01 04:01:30,Antarctica,2123729.2658858574
2020-01-01 04:02:00,Antarctica,2253033.4771439
2020-01-01 04:02:30,Antarctica,2393860.1528222384
2020-01-01 04:03:00,Antarctica,2544265.2711574924
2020-01-01 04:03:30,Antarctica,2702310.7459543757
2020-01-01 04:43:00,Svalbard,2578293.5035777963
2020-01-01 04:43:30,Svalbard,2367938.719620709
2020-01-01 04:44:00,Svalbard,2158752.4239281714
2020-01-01 04:44:30,Svalbard,1950632.9783529257
2020-01-01 04:45:00,Svalbard,1744710.0514578396
2020-01-01 04:45:30,Svalbard,1541292.5032746245
2020-01-01 04:46:00,Svalbard,1342694.080039218
2020-01-01 04:46:30,Svalbard,1151696.9204211717
2020-01-01 04:47:00,Svalbard,972332.8394549864
2020-01-01 04:47:30,Svalbard,813145.8284698897
2020-01-01 04:48:00,Svalbard,688135.7605520078
2020-01-01 04:48:30,Svalbard,619140.518108008
2020-01-01 04:49:00,Svalbard,624511.3682655356
2020-01-01 04:49:30,Svalbard,702640.5660141094
2020-01-01 04:50:00,Svalbard,833406.8751473844
2020-01-01 04:50:30,Svalbard,996339.6880754675
2020-01-01 04:51:00,Svalbard,1177669.6007995747
2020-01-01 04:51:30,Svalbard,1370120.0334092516
2020-01-01 04:52:00,Svalbard,1569386.4688479393
2020-01-01 04:52:30,Svalbard,1773282.2104165999
2020-01-01 04:53:00,Svalbard,1979617.3810675761
2020-01-01 04:53:30,Svalbard,2187949.3160888413
2020-01-01 04:54:00,Svalbard,2397296.9088569023
2020-01-01 04:54:30,Svalbard,2607505.082142411
2020-01-01 06:17:30,Svalbard,2547645.604342738
2020-01-01 06:18:00,Svalbard,2337868.324827276
2020-01-01 06:18:30,Svalbard,2128814.493726788
2020-01-01 06:19:00,Svalbard,1920658.9097550178
2020-01-01 06:19:30,Svalbard,1714658.5732691942
2020-01-01 06:20:00,Svalbard,1511348.9458211688
2020-01-01 06:20:30,Svalbard,1312673.7541859336
2020-01-01 06:21:00,Svalbard,1120774.2396272407
2020-01-01 06:21:30,Svalbard,940908.8256452444
2020-01-01 06:22:00,Svalbard,781328.3132109329
2020-01-01 06:22:30,Svalbard,656927.2606798164
2020-01-01 06:23:00,Svalbard,590857.0823753193
2020-01-01 06:23:30,Svalbard,602276.7698486653
2020-01-01 06:24:00,Svalbard,687773.6164261594
2020-01-01 06:24:30,Svalbard,824340.1132570654
2020-01-01 06:25:00,Svalbard,990744.6594542917
2020-01-01 06:25:30,Svalbard,1174726.325764617
2020-01-01 06:26:00,Svalbard,1368801.772334518
2020-01-01 06:26:30,Svalbard,1568943.8536457568
2020-01-01 06:27:00,Svalbard,1772997.2084476468
2020-01-01 06:27:30,Svalbard,1979667.9953324818
2020-01-01 06:28:00,Svalbard,2188029.135250059
2020-01-01 06:28:30,Svalbard,2397230.5167926047
2020-01-01 06:29:00,Svalbard,2606980.3602152537
2020-01-01 07:52:30,Svalbard,2583848.8176244944
2020-01-01 07:53:00,Svalbard,2384182.2183934613
2020-01-01 07:53:30,Svalbard,2186756.8201761595
2020-01-01 07:54:00,Svalbard,1992784.7607508905
2020-01-01 07:54:30,Svalbard,1802910.812384313
2020-01-01 07:55:00,Svalbard,1619468.2084091953
2020-01-01 07:55:30,Svalbard,1445128.077995728
2020-01-01 07:56:00,Svalbard,1283551.6117969677
2020-01-01 07:56:30,Svalbard,1140249.4847228825
2020-01-01 07:57:00,Svalbard,1023655.4287728928
2020-01-01 07:57:30,Svalbard,943386.6388114429
2020-01-01 07:58:00,Svalbard,909603.8240971969
2020-01-01 07:58:30,Svalbard,926934.3333116614
2020-01-01 07:59:00,Svalbard,992959.1892011823
2020-01-01 07:59:30,Svalbard,1098757.8866208848
2020-01-01 08:00:00,Svalbard,1234441.5427692714
2020-01-01 08:00:30,Svalbard,1390470.9533608013
2020-01-01 08:01:00,Svalbard,1560947.0363040166
2020-01-01 08:01:30,Svalbard,1741676.7811784265
2020-01-01 08:02:00,Svalbard,1929642.0961441796
2020-01-01 08:02:30,Svalbard,2122050.831954931
2020-01-01 08:03:00,Svalbard,2318277.2472814023
2020-01-01 08:03:30,Svalbard,2517095.145387151
2020-01-01 08:04:00,Svalbard,2717904.8434731443
2020-01-01 09:28:30,Svalbard,2565507.7137727975
2020-01-01 09:29:00,Svalbard,2390156.449090422
2020-01-01 09:29:30,Svalbard,2221095.4884078815
2020-01-01 09:30:00,Svalbard,2059866.6909277411
2020-01-01 09:30:30,Svalbard,1908680.8192330443
2020-01-01 09:31:00,Svalbard,1770248.5992528663
2020-01-01 09:31:30,Svalbard,1648276.3086703585
2020-01-01 09:32:00,Svalbard,1546451.046064935
2020-01-01 09:32:30,Svalbard,1468999.5043060493
2020-01-01 09:33:00,Svalbard,1420204.3787082285
2020-01-01 09:33:30,Svalbard,1403070.0864439383
2020-01-01 09:34:00,Svalbard,1418633.4597048126
2020-01-01 09:34:30,Svalbard,1466154.9746920199
2020-01-01 09:35:00,Svalbard,1542336.9051189374
2020-01-01 09:35:30,Svalbard,1643154.1402544067
2020-01-01 09:36:00,Svalbard,1764302.309544396
2020-01-01 09:36:30,Svalbard,1901641.7751122126
2020-01-01 09:37:00,Svalbard,2052213.658048013
2020-01-01 09:37:30,Svalbard,2212850.8344705836
2020-01-01 09:38:00,Svalbard,2381193.6757853506
2020-01-01 09:38:30,Svalbard,2556045.751640219
2020-01-01 10:25:00,Antarctica,2688624.476559071
2020-01-01 10:25:30,Antarctica,2636349.614844703
2020-01-01 10:26:00,Antarctica,2599725.757732163
2020-01-01 10:26:30,Antarctica,2578857.5852903756
2020-01-01 10:27:00,Antarctica,2574692.8386655347
2020-01-01 10:27:30,Antarctica,2587083.8767763944
2020-01-01 10:28:00,Antarctica,2615813.597577471
2020-01-01 10:28:30,Antarctica,2660195.89578818
2020-01-01 11:05:00,Svalbard,2668717.1012047115
2020-01-01 11:05:30,Svalbard,2523612.11928712
2020-01-01 11:06:00,Svalbard,2387817.002940081
2020-01-01 11:06:30,Svalbard,2263106.433070411
2020-01-01 11:07:00,Svalbard,2152046.2779657585
2020-01-01 11:07:30,Svalbard,2056590.564188863
2020-01-01 11:08:00,Svalbard,1979077.8105564448
2020-01-01 11:08:30,Svalbard,1921953.7017462421
2020-01-01 11:09:00,Svalbard,1887002.162874991
2020-01-01 11:09:30,Svalbard,1875430.7047804003
2020-01-01 11:10:00,Svalbard,1887823.1263603773
2020-01-01 11:10:30,Svalbard,1923729.7670408722
2020-01-01 11:11:00,Svalbard,1981598.6997295322
2020-01-01 11:11:30,Svalbard,2059708.035028891
2020-01-01 11:12:00,Svalbard,2155800.1219076933
2020-01-01 11:12:30,Svalbard,2267224.310759334
2020-01-01 11:13:00,Svalbard,2392094.094972413
2020-01-01 11:13:30,Svalbard,2528045.59158933
2020-01-01 11:14:00,Svalbard,2673122.8472151277
2020-01-01 11:42:30,Australia,2579894.4043879346
2020-01-01 11:43:00,Australia,2464158.0191349313
2020-01-01 11:43:30,Australia,2362337.2952632923
