datetime_utc,ground_station,az_deg,el_deg
2020-01-01 01:02:30,Australia,151.81297293140437,0.4132010679263784
2020-01-01 01:03:00,Australia,149.53874234170593,2.216969328656337
2020-01-01 01:03:30,Australia,146.89613591581397,4.141751474110108
2020-01-01 01:04:00,Australia,143.78809665538742,6.20592336405666
2020-01-01 01:04:30,Australia,140.08703142338658,8.426058892168745
2020-01-01 01:05:00,Australia,135.626672053382,10.810420808152715
2020-01-01 01:05:30,Australia,130.19649858919126,13.345496821104337
2020-01-01 01:06:00,Australia,123.54808343251328,15.971177757824428
2020-01-01 01:06:30,Australia,115.43427867977732,18.542762862135426
2020-01-01 01:07:00,Australia,105.71383869225608,20.793265576611557
2020-01-01 01:07:30,Australia,94.53296160602116,22.34447963155451
2020-01-01 01:08:00,Australia,82.48471231590645,22.833412417540433
2020-01-01 01:08:30,Australia,70.52002196430242,22.12308681308553
2020-01-01 01:09:00,Australia,59.55337503114708,20.401194040600267
2020-01-01 01:09:30,Australia,50.10293455023479,18.04830194863356
2020-01-01 01:10:00,Australia,42.25509738257622,15.43021503270562
2020-01-01 01:10:30,Australia,35.8410767846904,12.79262189199709
2020-01-01 01:11:00,Australia,30.608613886542706,10.263080887629442
2020-01-01 01:11:30,Australia,26.313953434128504,7.891184436733277
2020-01-01 01:12:00,Australia,22.753762512733115,5.6849402537673654
2020-01-01 01:12:30,Australia,19.76852339245409,3.633527174352487
2020-01-01 01:13:00,Australia,17.23612941394112,1.7193475945840926
2020-01-01 01:35:00,Svalbard,67.70452369699167,1.8043082808170348
2020-01-01 01:35:30,Svalbard,66.63795251762323,3.9060098382277335
2020-01-01 01:36:00,Svalbard,65.3324008896442,6.222727521447013
2020-01-01 01:36:30,Svalbard,63.70625168228867,8.816522610741005
2020-01-01 01:37:00,Svalbard,61.63751912303965,11.77228753910598
2020-01-01 01:37:30,Svalbard,58.936883308329776,15.20580623924785
2020-01-01 01:38:00,Svalbard,55.29796364735031,19.270205909564332
2020-01-01 01:38:30,Svalbard,50.203262507290056,24.14672284775993
2020-01-01 01:39:00,Svalbard,42.7507727954675,29.96967889053007
2020-01-01 01:39:30,Svalbard,31.404265062634096,36.541297134545204
2020-01-01 01:40:00,Svalbard,14.121167453238852,42.615504333468586
2020-01-01 01:40:30,Svalbard,-9.161184719461934,45.3620920306757
2020-01-01 01:41:00,Svalbard,-32.594379955041774,42.7829514425785
2020-01-01 01:41:30,Svalbard,-50.1360150451167,36.75557219781056
2020-01-01 01:42:00,Svalbard,-61.67306989748108,30.15281059613495
2020-01-01 01:42:30,Svalbard,-69.24262263594173,24.28071180477073
2020-01-01 01:43:00,Svalbard,-74.40891084521881,19.36028922022894
2020-01-01 01:43:30,Svalbard,-78.09352206181772,15.261547080702968
2020-01-01 01:44:00,Svalbard,-80.82488053612406,11.802074543753804
2020-01-01 01:44:30,Svalbard,-82.91535400511327,8.826703700861977
2020-01-01 01:45:00,Svalbard,-84.55764278941903,6.217910446657092
2020-01-01 01:45:30,Svalbard,-85.87572106234127,3.8895173214030208
2020-01-01 01:46:00,Svalbard,-86.9524245330547,1.7785529137034894
2020-01-01 02:07:30,Argentina,-22.880158036426796,0.14199748952915175
2020-01-01 02:08:00,Argentina,-25.611377381557272,1.8502127852222698
2020-01-01 02:08:30,Argentina,-28.77063850048487,3.643230242878702
2020-01-01 02:09:00,Argentina,-32.453067288855415,5.523564375414171
2020-01-01 02:09:30,Argentina,-36.77380398193691,7.484995877424217
2020-01-01 02:10:00,Argentina,-41.86606407270327,9.504630880744735
2020-01-01 02:10:30,Argentina,-47.87044255421593,11.530880635440194
2020-01-01 02:11:00,Argentina,-54.90746690735927,13.468550327779155
2020-01-01 02:11:30,Argentina,-63.02528781814747,15.168170653524927
2020-01-01 02:12:00,Argentina,-72.12622892001447,16.4352177571638
2020-01-01 02:12:30,Argentina,-81.90715196908107,17.076712884269433
2020-01-01 02:13:00,Argentina,-91.87804186271619,16.97825971627239
2020-01-01 02:13:30,Argentina,-101.49027742751242,16.1619699388384
2020-01-01 02:14:00,Argentina,-110.30526707545756,14.774213289574048
2020-01-01 02:14:30,Argentina,-118.08951303717669,13.0148805356261
2020-01-01 02:15:00,Argentina,-124.80091726849109,11.066740879967343
2020-01-01 02:15:30,Argentina,-130.51843018346028,9.061760951456039
2020-01-01 02:16:00,Argentina,-135.37351109239214,7.08017386796375
2020-01-01 02:16:30,Argentina,-139.50639884904314,5.163571595262946
2020-01-01 02:17:00,Argentina,-143.04509134995908,3.329101788977295
2020-01-01 02:17:30,Antarctica,-14.872413395065882,0.809484492738611
2020-01-01 02:18:00,Antarctica,-16.85948173177489,2.7263360222987587
2020-01-01 02:18:30,Antarctica,-19.187286666319963,4.798034045429155
2020-01-01 02:19:00,Antarctica,-21.954874337589825,7.057176729789694
2020-01-01 02:19:30,Antarctica,-25.299121798874545,9.541130370650453
2020-01-01 02:20:00,Antarctica,-29.410786006787863,12.287810494458666
2020-01-01 02:20:30,Antarctica,-34.55492111907338,15.323027963080511
2020-01-01 02:21:00,Antarctica,-41.08934060492316,18.62941376417834
2020-01-01 02:21:30,Antarctica,-49.45534155952538,22.082063976484207
2020-01-01 02:22:00,Antarctica,-60.07002185591668,25.346932824602465
2020-01-01 02:22:30,Antarctica,-73.00848969472774,27.81174833735917
2020-01-01 02:23:00,Antarctica,-87.53059372660074,28.75345743240891
2020-01-01 02:23:30,Antarctica,-102.03971196573654,27.828713051009693
2020-01-01 02:24:00,Antarctica,-114.94777995542812,25.3871514544346
