datetime_utc,ground_station,az_deg,el_deg
2020-01-01 01:14:00,Australia,150.68941402453876,4.14623730000096
2020-01-01 01:14:30,Australia,148.9948810024508,5.582566912696642
2020-01-01 01:15:00,Australia,146.26742364934856,9.88668849609719
2020-01-01 01:15:30,Australia,142.72983067357248,11.90931388912449
2020-01-01 01:16:00,Australia,138.61253581136492,12.963209408895647
2020-01-01 01:16:30,Australia,131.82147345427032,17.352532374195683
2020-01-01 01:17:00,Australia,123.8343609948634,23.271927031047035
2020-01-01 01:17:30,Australia,112.937937146871,24.864028035070028
2020-01-01 01:18:00,Australia,102.25024785861527,29.80109371234862
2020-01-01 01:18:30,Australia,82.84971690268694,31.671320344876825
2020-01-01 01:19:00,Australia,69.2491074078409,30.45158088154706
2020-01-01 01:19:30,Australia,53.58249709184011,28.229858888838205
2020-01-01 01:20:00,Australia,42.46716155318629,24.46184800221704
2020-01-01 01:20:30,Australia,33.8539218771289,20.54985055632702
2020-01-01 01:21:00,Australia,26.75535035695606,16.659691319683546
2020-01-01 01:21:30,Australia,22.686044898352115,14.452094851151179
2020-01-01 01:22:00,Australia,18.243854330179918,8.780485101108015
2020-01-01 01:22:30,Australia,14.776866275032054,6.6232191216050795
2020-01-01 01:23:00,Australia,12.707848074198811,6.251232456369537
2020-01-01 01:23:30,Australia,9.392208927229621,2.9147336931891146
2020-01-01 01:24:00,Australia,8.395023251719671,0.5165681698716257
2020-01-01 01:24:30,Australia,6.450683815781089,-1.3719539107916734
2020-01-01 01:46:00,Svalbard,68.40164645132954,4.205527470085958
2020-01-01 01:46:30,Svalbard,66.93334632144538,5.5956587080642155
2020-01-01 01:47:00,Svalbard,65.82890072632678,9.878710669200517
2020-01-01 01:47:30,Svalbard,64.77714031274796,10.78221010051661
2020-01-01 01:48:00,Svalbard,62.043584641703745,14.072720002163589
2020-01-01 01:48:30,Svalbard,56.53128176123431,18.789250946569027
2020-01-01 01:49:00,Svalbard,52.95619649721665,22.056852257772604
2020-01-01 01:49:30,Svalbard,44.44297155287145,28.740945441392338
2020-01-01 01:50:00,Svalbard,34.997484738675396,35.77755977348043
2020-01-01 01:50:30,Svalbard,16.67553489317158,42.08982578139147
2020-01-01 01:51:00,Svalbard,-5.650131055797683,43.954464096849115
2020-01-01 01:51:30,Svalbard,-30.796582875122922,42.29300307040557
2020-01-01 01:52:00,Svalbard,-48.85718801440598,34.468101104152346
2020-01-01 01:52:30,Svalbard,-60.00676591755281,29.0969624187452
2020-01-01 01:53:00,Svalbard,-64.86821742001078,21.765591823212997
2020-01-01 01:53:30,Svalbard,-72.71224811334088,18.147622189105103
2020-01-01 01:54:00,Svalbard,-74.8873692483761,14.775299626091133
2020-01-01 01:54:30,Svalbard,-79.55612364772679,13.671356169450263
2020-01-01 01:55:00,Svalbard,-80.03669785980404,8.21518009460419
2020-01-01 01:55:30,Svalbard,-81.81921965450334,6.62443464203121
2020-01-01 01:56:00,Svalbard,-83.91362070854835,2.8203289578786017
2020-01-01 01:56:30,Svalbard,-83.20414355848779,0.9516022767827952
2020-01-01 01:57:00,Svalbard,-85.16999474648222,-0.057639066650157326
2020-01-01 02:19:30,Argentina,-39.417722511965174,3.5040079866532783
2020-01-01 02:20:00,Argentina,-42.217861786072525,7.536611777599886
2020-01-01 02:20:30,Argentina,-48.78825519734815,5.8658897174746025
2020-01-01 02:21:00,Argentina,-55.60488440287389,9.351398240497465
2020-01-01 02:21:30,Argentina,-59.7520536000072,9.467721507471653
2020-01-01 02:22:00,Argentina,-69.12583724579723,12.855529918099595
2020-01-01 02:22:30,Argentina,-76.83590073890983,9.924567562176303
2020-01-01 02:23:00,Argentina,-84.07085566620705,11.191563929765396
2020-01-01 02:23:30,Argentina,-91.51484004350652,11.281698383303135
2020-01-01 02:24:00,Argentina,-100.73505892562503,10.90345581901175
2020-01-01 02:24:30,Argentina,-109.48613146352287,12.145873075530083
2020-01-01 02:25:00,Argentina,-116.03698403155641,8.85522718564645
2020-01-01 02:25:30,Argentina,-123.04743340303453,7.2540759906679995
2020-01-01 02:26:00,Argentina,-127.49577515408807,6.680541643270784
2020-01-01 02:26:30,Argentina,-132.09214898694353,4.26364554099455
2020-01-01 02:27:00,Argentina,-137.29572068475568,2.3086641343720173
2020-01-01 02:27:30,Argentina,-139.33570608410915,3.7602207856845524
2020-01-01 02:28:00,Argentina,-142.01648594243693,-1.8439471758933548
2020-01-01 02:28:30,Argentina,-145.6613476800123,-0.7838792598639893
2020-01-01 02:29:00,Antarctica,-23.175511485914463,4.6381715812995905
2020-01-01 02:29:30,Antarctica,-28.84082971058543,7.643297236276217
2020-01-01 02:30:00,Antarctica,-30.376479391148777,7.790646573278539
2020-01-01 02:30:30,Antarctica,-34.16656517484904,11.551273123697985
2020-01-01 02:31:00,Antarctica,-40.15412230329379,12.77675925331676
2020-01-01 02:31:30,Antarctica,-46.410852340529836,17.13082005468321
2020-01-01 02:32:00,Antarctica,-55.323436820246236,18.930602852544872
2020-01-01 02:32:30,Antarctica,-65.29286660931004,23.30415209072813
2020-01-01 02:33:00,Antarctica,-78.25921645982672,25.506131052229215
2020-01-01 02:33:30,Antarctica,-91.75349404319942,26.763598642208255
2020-01-01 02:34:00,Antarctica,-104.977274812538,25.52756182089502
2020-01-01 02:34:30,Antarctica,-115.89587641774784,21.708453627005188
2020-01-01 02:35:00,Antarctica,-125.14827716493966,21.40028053375712
2020-01-01 02:35:30,Antarctica,-133.16802666999232,16.459331342570845
2020-01-01 02:36:00,Antarctica,-139.74756645181978,13.995395758377608
