datetime_utc,x,y,z,vx,vy,vz
2020-01-01 01:15:00,-4372222.193128054,2790647.521577097,-4795248.587254633,-3794.5260990540096,3932.727065920977,5366.398107144741
2020-01-01 01:23:20,-5295943.458217711,4216397.839273653,-1565685.4477005892,-716.39607788534,1891.641825066209,7289.952461453967
2020-01-01 01:31:40,-4810363.825662577,4186002.0518326713,2390992.727752111,2356.6725595319604,-659.7831643563527,7225.066344568111
2020-01-01 01:40:00,-2975050.558624416,3571450.8528102837,5193180.090443557,5024.236655561963,-3179.070685393144,4803.664363403331
2020-01-01 01:48:20,-318787.05501221877,1381331.4664613865,6765612.290192416,5752.717896054054,-4649.87002835983,1147.7955218445259
2020-01-01 01:56:40,2725062.4746569106,-953328.8589067126,6381036.47072584,5067.206708653701,-4727.321547258046,-2877.4319985972766
2020-01-01 02:05:00,4638577.01312723,-3254977.075848264,3752733.946280868,2703.191164819753,-3421.2969141993535,-6171.161086901932
2020-01-01 02:13:20,5152437.853291108,-4408445.952115938,427199.6758685024,-395.8735875401611,-1090.1055640180905,-7440.477235227913
2020-01-01 02:21:40,4339958.904777287,-4215567.14124365,-3130709.5587688363,-3116.7319371812964,1610.0039962753333,-6740.948912477998
2020-01-01 02:30:00,2115368.261818557,-2733027.5967563232,-5769875.975274366,-5557.810987584331,3571.930403021613,-3831.9452433215183
2020-01-01 02:38:20,-751919.5923806244,-594798.1398103898,-6862831.685389062,-5923.781203623764,4981.105075691894,258.5960201705246
