datetime_utc,x,y,z,vx,vy,vz
2020-01-01 01:15:00,-4182047.189912888,2685035.445589403,-4801895.467459898,-3625.589578600848,3963.355380035316,5362.2771640972
2020-01-01 01:23:20,-5289689.66299266,4173468.076265599,-1547009.7823610932,-693.5370532932236,1840.2889530043278,7327.857052807842
2020-01-01 01:31:40,-4841432.706238051,4434336.948191829,2162982.3336111056,2441.439714086065,-823.3231509794214,7137.186332329508
2020-01-01 01:40:00,-2968730.663719072,3390500.9660307993,5236376.313814845,4860.5983637736135,-3247.098453783601,4844.8572121225325
2020-01-01 01:48:20,-221407.1715957445,1347664.5470792935,6766371.9337201435,5850.603679059141,-4717.771559752698,1118.4722649660584
2020-01-01 01:56:40,2590942.415423259,-1092965.7710019199,6297519.203320946,5112.633845799394,-4796.724318975025,-2947.9962352933762
2020-01-01 02:05:00,4635738.943629393,-3209658.7932384764,3963944.38193103,2857.5123810471496,-3453.978456362331,-6149.608187067248
2020-01-01 02:13:20,5305120.54040573,-4374002.836613226,454562.0072679898,-248.6299826561058,-1084.3475481435792,-7530.086404205999
2020-01-01 02:21:40,4399552.242030644,-4239822.207612387,-3189773.722848726,-3280.8857116448376,1607.0429470810482,-6675.614622493867
2020-01-01 02:30:00,2188698.8316661175,-2847800.162050036,-5888063.32183605,-5336.640040375124,3818.5160748776448,-3843.6187312356974
2020-01-01 02:38:20,-670542.2642096519,-612318.027076311,-6843112.936836384,-5809.544914166573,4895.759440034189,118.74918999855059
